Part No.,Part description,Group number,Group name
UKKILE,Mechanical Locking Slide,AG-00010,Mouldshop Machine Spares
UKM16HAN,Mechanical Connector Nipple,AG-00010,Mouldshop Machine Spares
UKM16HUN,Mechanical Ejector Coupling 16mm,AG-00010,Mouldshop Machine Spares
UPN-06,SWAGE FERRULE FOR BRAIDED HYD.R3,AG-00010,Mouldshop Machine Spares
VARLUBE HEAT TRANSFER,VARLUBE HEAT TRANSFER OIL 46,AG-00010,Mouldshop Machine Spares
VARPRESS 46,HYDRAULIC 46   205litre,AG-00010,Mouldshop Machine Spares
VINYL GLOVES LARGE,VINYL GLOVESP/FREE LAR1 BOX = 10PACK S WITH 100 GLOVES,AG-00010,Mouldshop Machine Spares
VINYL GLOVES MED,VINYL GLOVES P/FREE MED1 BOX = 10PACK S WITH 100 GLOVES,AG-00010,Mouldshop Machine Spares
VINYL GLOVES X LARGE,VINYL GLOVES P/FREE X LARGE1 BOX = 10PACK S WITH 100 GLOVES,AG-00010,Mouldshop Machine Spares
VP0522,PROPORTIONAL VALVE VP/40,AG-00010,Mouldshop Machine Spares
W-IN-MAG-CR-13,STAINLESS STEEL HOPPER MAGNET 130 X 130 X 80,AG-00010,Mouldshop Machine Spares
W-WH-NY-TFP13B,BLUE TRANSLUCENT PVC RE-INFORCED WATER HOSE - ID 12.7MM,AG-00010,Mouldshop Machine Spares
W-WH-NY-TFP13R,RED TRANSLUCENT PVC RE-INFORCED WATER HOSE - ID 12.7MM,AG-00010,Mouldshop Machine Spares
W-WH-R-R389020,3/8 RUBBER HOSE 90 DEGREES - 20 BAR WITH OIL SLEEVE - 30METR,AG-00010,Mouldshop Machine Spares
WB0200000,PUMP/MOTOR OIL HEATER TT-230 + TT-240,AG-00010,Mouldshop Machine Spares
WB0202014,Pump insert C-572 (Z) / 50Hz (TT-240),AG-00010,Mouldshop Machine Spares
WB0202041.,"Pump Type C-572 with motor 1.8kW, 3x380-415v 50Hz",AG-00010,Mouldshop Machine Spares
WB240S-GREEN,Wheeled Material Bin Green with socket 240 ltr,AG-00010,Mouldshop Machine Spares
WBES#1008-30.5MTR,"GOODYEAR ULTRA GRIP 1/2"" 30.5 MTR ROLL",AG-00010,Mouldshop Machine Spares
WBES0586R6 10X17,HOSE (NEGRI INJECTION UNIT COOLING) 25 MTR ROLL,AG-00010,Mouldshop Machine Spares
WC0200004,Heat Exchanger model TT168/TT162,AG-00010,Mouldshop Machine Spares
WE0100000,SEAL KIT FOR TT-240 OIL HEATER,AG-00010,Mouldshop Machine Spares
WE0101113,Wearing plate Ø34 x Ø22 x 0.3mm- Z Pump,AG-00010,Mouldshop Machine Spares
WE0101142,"Bushing for pump type Z versions C571, C570",AG-00010,Mouldshop Machine Spares
WE0102001,Complete Sealing kit to Z pump Type C-570/C-571/C-572,AG-00010,Mouldshop Machine Spares
XPA 1700 LP,DRIVE BELTS FOR SHINNE GRANULATOR,AG-00010,Mouldshop Machine Spares
XX60A0009,CONTACTOR 3RT 110V,AG-00010,Mouldshop Machine Spares
Z17030025-2M,Nozzle Heater Band 55mm x 50mm x 2000mm Small Nozzle Heater Band NB210/NB270,AG-00010,Mouldshop Machine Spares
Z17030025-SPECIAL,30 MM ID X 25MM 130W WITH 200MM 9NOZZLE NB 210 + 270),AG-00010,Mouldshop Machine Spares
Z17030025.,Stainless Steel Nozzle Heaters W 25mmx D 30mm,AG-00010,Mouldshop Machine Spares
Z17035025,Nozzle Heaters 25mm 35mm 160W,AG-00010,Mouldshop Machine Spares
Z17035040,270W 35MM 40MM (ARBURG M/C 2 + 3 NOZZLE BAND),AG-00010,Mouldshop Machine Spares
Z17050035,Stainless Steel Nozzle Heaters 35 x 50,AG-00010,Mouldshop Machine Spares
Z17050035.,Nozzle Heaters 35mm 50mm 340W,AG-00010,Mouldshop Machine Spares
Z17055050-2M,Large Nozzle Heater Band NB210/NB270,AG-00010,Mouldshop Machine Spares
Z17055050-SPECIAL,55MM X 50MM 540W WITH A 2000MM (NOZZLE BAND NB 270 + 210),AG-00010,Mouldshop Machine Spares
ZE-80003160,Bearing housing with bearing & cover/dust cap,AG-00010,Mouldshop Machine Spares
ZE-GSL180/180S5,5mm (standard) screen for GSL180/,AG-00010,Mouldshop Machine Spares
GI0100000,Tool Temp Float Switch for level control,AG-00014,Mouldshop Bought In
N581600406,Nylon 6mm Hose,AG-00014,Mouldshop Bought In
Sampling & Delivery Cost,Sampling & Delivery Cost,AG-00014,Mouldshop Bought In
Machine Service,Machine Service,AG-00025,Machine Service
003236,Clamp Plate Stop L/H,AG-00003,Finished Goods
005675892,Condensate Trap Assy (Italy),AG-00003,Finished Goods
018-23-056-50095,Locating Pin Glass Rear Clam L/H,AG-00003,Finished Goods
018-23-056-50096,Locating Pin Glass Rear Clam R/H,AG-00003,Finished Goods
027502609,CAP RED,AG-00003,Finished Goods
027506009,Spring Housing,AG-00003,Finished Goods
027506009 - PPAP L3,cost,AG-00003,Finished Goods
027506009.,Spring Housing,AG-00003,Finished Goods
027513409 - PPAP L3,cost,AG-00003,Finished Goods
027513909,Reservoir seat EB+,AG-00003,Finished Goods
027513909 - PPAP L3,cost,AG-00003,Finished Goods
027546809,PNEUMATIC DUMBBELL COMMON (1M/2M),AG-00003,Finished Goods
050715-L1,74MM COLOUR RICHE LIPS - BASE,AG-00003,Finished Goods
050715-L2,74MM COLOUR RICHE LIPS - DIVIDERS,AG-00003,Finished Goods
050715l1/2-PURCH,AFLML0010001 LML-001 050715L,AG-00003,Finished Goods
1/29449,FINISHER RC MECH,AG-00003,Finished Goods
1000052959,"BOTTLE, 500ml RESERVOIR",AG-00003,Finished Goods
1000074270,Vivaflow 50 Plate Tray,AG-00003,Finished Goods
1002,Midi Spin Column Barrel,AG-00003,Finished Goods
1003,"Midi, Top Cap",AG-00003,Finished Goods
1004,"Midi, Bottom Cap",AG-00003,Finished Goods
1022,Mini Bottom Cap,AG-00003,Finished Goods
1031,Push Cap for Spin Barrel Column,AG-00003,Finished Goods
1032,Yellow Cap,AG-00003,Finished Goods
104947,CAM,AG-00003,Finished Goods
104948,CLAMP PLATE,AG-00003,Finished Goods
104949,HANDLE CAM,AG-00003,Finished Goods
105242,UJ LIMITOR,AG-00003,Finished Goods
105264,SNAP FIT SENSOR PIN,AG-00003,Finished Goods
105278,INNER TUBE,AG-00003,Finished Goods
105875,INNER TUBE SENSOR,AG-00003,Finished Goods
107514,SOLID SPACER,AG-00003,Finished Goods
128-20,SEAL KIT BOX,AG-00003,Finished Goods
1374,Hand Held 75mm tape Dispenser,AG-00003,Finished Goods
151304,KNOB (GREY),AG-00003,Finished Goods
151987,WEAR PAD,AG-00003,Finished Goods
152055,DETENT CAP,AG-00003,Finished Goods
152056,END CAP,AG-00003,Finished Goods
152088,ROLLER CAGE,AG-00003,Finished Goods
153516,RECL COVER,AG-00003,Finished Goods
153517,RECLINER COVER L/H,AG-00003,Finished Goods
156041,KNOB,AG-00003,Finished Goods
162293,KNOB (Yellow),AG-00003,Finished Goods
163899,STOP CLIP,AG-00003,Finished Goods
163990,A/R MOULDING,AG-00003,Finished Goods
165285,WASHER,AG-00003,Finished Goods
165293,PIVOT BUSH,AG-00003,Finished Goods
165414,SWIVEL SUPPORT,AG-00003,Finished Goods
166329,KNOB,AG-00003,Finished Goods
167376,H/RISER KNOB,AG-00003,Finished Goods
190-287-1748,Bung,AG-00003,Finished Goods
190-289-1748,PLUG,AG-00003,Finished Goods
1903233,GD THERMO HANDLE RING,AG-00003,Finished Goods
1903783,HANDLE SPLIT RING BEARING,AG-00003,Finished Goods
1904013,SINK SPOUT CIRCLIP,AG-00003,Finished Goods
1904213,RINSE INLET SLEEVE FOR BLACK HOSE,AG-00003,Finished Goods
1907763,BLACK RINSE SPRAY RING,AG-00003,Finished Goods
201023,RECEPTACLE,AG-00003,Finished Goods
201056,Loom Support,AG-00003,Finished Goods
203884,ARMREST MOULDING,AG-00003,Finished Goods
207584,CAP,AG-00003,Finished Goods
2300-0027,EVO 1 Antenna Cover,AG-00003,Finished Goods
242172,BOX MANIFOLD FAN,AG-00003,Finished Goods
242174,ENDCAP,AG-00003,Finished Goods
243637,CLIP - HOSE 8C 750 HOSE CLAMP,AG-00003,Finished Goods
243958,LH MANIFOLD,AG-00003,Finished Goods
258-32100,laser Adaptor,AG-00003,Finished Goods
27502709,Cap Yellow,AG-00003,Finished Goods
27511109,Blanking Plug,AG-00003,Finished Goods
289-15020,Ratchet Wheel,AG-00003,Finished Goods
289-17060,Sheath Coupling (Nova),AG-00003,Finished Goods
29442,Cup Filler,AG-00003,Finished Goods
29574,Cup Filler,AG-00003,Finished Goods
29660,Cup Filler,AG-00003,Finished Goods
297-407-1955,Button-A4-985,AG-00003,Finished Goods
34969,RETURN OF BUBBLE WRAP,AG-00003,Finished Goods
36269-WB,16mm Adjuster Plate Blank,AG-00003,Finished Goods
36270-WB,22mm Adjuster Plate Blank,AG-00003,Finished Goods
36271-WB,32mm Adjuster Plate Blank,AG-00003,Finished Goods
36272-WB,44mm Adjuster Plate Blank,AG-00003,Finished Goods
36274-WB,16mm Adjuster Plate Threaded,AG-00003,Finished Goods
36275-WB,22mm Adjuster Plate Threaded,AG-00003,Finished Goods
36276-WB,32mm Adjuster Plate Threaded,AG-00003,Finished Goods
36277-WB,44mm Adjuster Plate Threaded,AG-00003,Finished Goods
36279-WD,16mm Adjuster Housing,AG-00003,Finished Goods
36280-WD,22mm Adjuster Housing,AG-00003,Finished Goods
36281-WD,32mm Adjuster Housing,AG-00003,Finished Goods
36282-WD,44mm Adjuster Housing,AG-00003,Finished Goods
3847-241,Filler Cap,AG-00003,Finished Goods
4201681A,COVER PLATE-HINGE,AG-00003,Finished Goods
489-001,Housing Door Handle,AG-00003,Finished Goods
5111978,CONDENSATE TRAP ASSEMBLY (ITALY),AG-00003,Finished Goods
5112030,ADAPTOR CONDENSATE TRAP,AG-00003,Finished Goods
5122199,CONDENSATE TRAP ASSEMBLY,AG-00003,Finished Goods
53131710000,CACHE casade reduced flow,AG-00003,Finished Goods
5500017002/00010,COVER PLATE-HINGE,AG-00003,Finished Goods
580K0489-001 - P/072224,Housing Door Handle,AG-00003,Finished Goods
602C0358-001 - P/072225,Oval Door Handle,AG-00003,Finished Goods
602C0393-001/E,Oval Recessed Grip with NS Electromotive Insert HA1320,AG-00003,Finished Goods
602C0394-001,Elliptical Recessed Grip-NS insert,AG-00003,Finished Goods
602C0394-001/E,Elliptical Recessed Grip with NS electromotive Insert HA132,AG-00003,Finished Goods
602C0394/001,Elliptical Recessed Grip with NS Insert HA1320,AG-00003,Finished Goods
602C0435-320-00,Bottom Panel,AG-00003,Finished Goods
602c0435-601-00,Rear Handle Panel,AG-00003,Finished Goods
602C358-001,Oval Door Handle,AG-00003,Finished Goods
602K1635-001/B,Blind insert version of the 602K1635-001/BN and /E,AG-00003,Finished Goods
602K1635-001/BN,Large Recessed Grip with BN Insert HA1317,AG-00003,Finished Goods
602K1636-001-03,SMALL RECESSED GRIP WITH BN INSERT FOR OPEN HANDLE,AG-00003,Finished Goods
602K1636-001-05,SMALL RECESSED GRIP WITH NS ELECTROMOTIVE INSERT,AG-00003,Finished Goods
602K1636-001/O,Small Recessed Grip - NS Insert Open Handle,AG-00003,Finished Goods
602K1636-002G,HANDLE (CLOSED) - (GREY),AG-00003,Finished Goods
602K1636-016,Lock Lever,AG-00003,Finished Goods
6160901,Split Cage,AG-00003,Finished Goods
6L10501431,A0037939 C/Bal Spring Slider,AG-00003,Finished Goods
6T16901393,Spring Slider,AG-00003,Finished Goods
700-009-00R,BACKING RING,AG-00003,Finished Goods
7111-033-00A,BACKING RING,AG-00003,Finished Goods
7111-033-00Q,BACKING RING,AG-00003,Finished Goods
7112-002-005,BACKING RING,AG-00003,Finished Goods
7112-021-00V,BACKING RING,AG-00003,Finished Goods
7113-032-00E,BACKING RING,AG-00003,Finished Goods
7113-033-00A,BACKING RING,AG-00003,Finished Goods
7320-28003 (5500433044),F56 LCI2 PDC BRACKET OUTER FRONT L/H,AG-00003,Finished Goods
7320-28004 (5500433045),F56 LCI2 PDC BRACKET OUTER FRONT R/H,AG-00003,Finished Goods
7320-28013 (5500433054),F5X LCI2 PDC REAR INNER BRACKET COOPER S L/H,AG-00003,Finished Goods
7320-28014 (5500433055),F5X LCI2 PDC REAR INNER BRACKET COOPER S R/H,AG-00003,Finished Goods
7320-33707 (5500433112),(7499451) F56 BEV PDC CARRIER INNER REAR L/H,AG-00003,Finished Goods
7320-33708 (5500433113),(7499542) F56 BEV PDC CARRIER INNER REAR R/H,AG-00003,Finished Goods
7551Q0761,Lever Tilt,AG-00003,Finished Goods
7551Q0802R1,Tilt Lever,AG-00003,Finished Goods
7551Q0821r1,Tilt Lever,AG-00003,Finished Goods
780-152-1991-02,CLAMP,AG-00003,Finished Goods
7800-010-00T,BACKING RING (ORANGE),AG-00003,Finished Goods
78930,SPRING ANCHOR BUSH,AG-00003,Finished Goods
7PHAN284,Signal Striker Lever,AG-00003,Finished Goods
8-718-650-990,Cover On-Off,AG-00003,Finished Goods
8-718-651-014,Housing for Plux,AG-00003,Finished Goods
8-718-682-095,Flue Cowl Cover - 53001686,AG-00003,Finished Goods
8-718-694-741,Control Boc PCB Lid HDU,AG-00003,Finished Goods
8-718-699-665,Flue Manifold Assembly - 53001685,AG-00003,Finished Goods
8000103-101,"3"" BIO TRI CLAMP L/H BODY",AG-00003,Finished Goods
8000103-102,"3"" BIO TRI CLAMP RH BODY",AG-00003,Finished Goods
8000104-101,"Ezi-Dock 4"" Bio/Tri-Clamp LH Body",AG-00003,Finished Goods
8000104-102,"Ezi-Dock 4"" Bio/Tri-Clamp RH Body",AG-00003,Finished Goods
8000200-001,TUBING PINCH CLAMP MALE SECTION,AG-00003,Finished Goods
8000200-002,TUBING PINCH CLAMP FEMALE SECTION,AG-00003,Finished Goods
821.038.001.044.01,D-Sample BALL CAGE,AG-00003,Finished Goods
8718690062,Tube 22mm Diameter,AG-00003,Finished Goods
8732-960-226,FACIA PANEL HDU HEAT METER,AG-00003,Finished Goods
896-038-1887,Mandrel ISS 02,AG-00003,Finished Goods
896-253-1887,Mandrels,AG-00003,Finished Goods
896-439-1887,Sleeve,AG-00003,Finished Goods
896-440-1887,MANDREL ISS 02,AG-00003,Finished Goods
9SMXA787,Claws 3821-003,AG-00003,Finished Goods
9SXXH091,Top 3823-050,AG-00003,Finished Goods
9SXXH103,Charge Holder,AG-00003,Finished Goods
9SXXH332,Top Cap Outer W2060,AG-00003,Finished Goods
9SXXH460,Adapter,AG-00003,Finished Goods
9SXXR137,Filler,AG-00003,Finished Goods
A-00135,Pipe,AG-00003,Finished Goods
A-00137,Bearing,AG-00003,Finished Goods
A-00999,COVER ECU (1 box),AG-00003,Finished Goods
A22 - OUT,SMALL PART A OUTLET PIPE,AG-00003,Finished Goods
A22 AIR,SMALL PART C THREAD,AG-00003,Finished Goods
A22- IN,SMALL PART B INLET PIPE,AG-00003,Finished Goods
AF0107013C001,010713C1/2-CLR-ASSY,AG-00003,Finished Goods
AF020912G001,020912G1/2-BLK-ASSY,AG-00003,Finished Goods
AFLML0010002,050715L1/2-PURCH-WHITE,AG-00003,Finished Goods
AIRGON A22,AIRGON A22 Assembly,AG-00003,Finished Goods
"Airgon Trials Part A,B,C","Trials for Airgon part A,B,C",AG-00003,Finished Goods
AM04,Hopper Loader*,AG-00003,Finished Goods
B1002-Y,Lock Body Yellow,AG-00003,Finished Goods
B1002-YC,Lock Cap Yellow,AG-00003,Finished Goods
B1003-RC,Lock Cap Red,AG-00003,Finished Goods
BCS 860450-29 LH,MOULDED END CAP LH,AG-00003,Finished Goods
BCS 860450-29 RH,MOULDED END CAP RH,AG-00003,Finished Goods
BCS-273752-00,WATER COVER CAP (BLACK) AA110 65MM,AG-00003,Finished Goods
BKB2077A,FIREMANS HELMET PLASTIC BUCKLE,AG-00003,Finished Goods
CARTON MINI KIT 2,Carton 460 x 460 x 270,AG-00003,Finished Goods
CoO,Certificate of Origin,AG-00003,Finished Goods
CSRCS-105,RE2 CORNERS (CORNER + INSERT),AG-00003,Finished Goods
DV1-50100,Volumetric Doser,AG-00003,Finished Goods
E109752,TRANSIT CLIP,AG-00003,Finished Goods
EL1655,80mm 3 Lip Seal,AG-00003,Finished Goods
EL1736,62mm 3 Lip Seal,AG-00003,Finished Goods
EL1781,62mm x 25 3 lip seal,AG-00003,Finished Goods
EL1841,90mm 3 Lip Seal,AG-00003,Finished Goods
EL2205/A,47mm x 20mm Horizontal Labyrinth Seal - Outer Element,AG-00003,Finished Goods
EL2205/B,47mm x 20mm Horizontal Labyrinth Seal - Inner Element,AG-00003,Finished Goods
EL2302A,6204/20mm - Flinger Douglas Mark,AG-00003,Finished Goods
EL2302B,6204/20mm-Flinger,AG-00003,Finished Goods
EL2303A,6205/25mm - Flinger Douglas Mark,AG-00003,Finished Goods
EL2341/A,52mm x 25mm Horizontal Labyrinth Seal - Outer,AG-00003,Finished Goods
FIS-Small Bucket,Small Tub Assembly with Handle and Lid,AG-00003,Finished Goods
FUSE BOX COVER,ADDITIONAL PARTS,AG-00003,Finished Goods
G70/30 HSLR NATURAL NC10,ZYTEL,AG-00003,Finished Goods
GGC-175-101,ELIPSE CORNER (STOCK GREY),AG-00003,Finished Goods
GGC-175-105,ELIPSE CORNER (STEEL GREY),AG-00003,Finished Goods
GGC-175-111,GREEN GUARD ELIPSE CORNER (Aluminium Grey),AG-00003,Finished Goods
GGC-27-401,GREEN GUARD STREAMLINE CORNER,AG-00003,Finished Goods
GGE-175-101,ELIPSE END CAP (Stock grey),AG-00003,Finished Goods
GGE-175-111,"Green Guard Elipse End, All Grey",AG-00003,Finished Goods
GGE-20-101,"Green Guard 2"" End, Stock Grey",AG-00003,Finished Goods
GGE-27-401,GREEN GUARD STREAMLINE END CAP,AG-00003,Finished Goods
GGE-E-105,GREEN GUARD EDGE  (steel grey),AG-00003,Finished Goods
HG-058,AGD305 FRONT HOUSING,AG-00003,Finished Goods
HG-059,AGD REAR HOUSING,AG-00003,Finished Goods
HG-078,Antenna Cover,AG-00003,Finished Goods
HG-088,AGD344 FRONT HOUSING,AG-00003,Finished Goods
HG-090,AGD 341 FRONT HOUSING,AG-00003,Finished Goods
HG-098,AGD340 REAR HOUSING,AG-00003,Finished Goods
HG-107,AGD307 Rear Housing,AG-00003,Finished Goods
HG-110,Front Housing,AG-00003,Finished Goods
HG-111,Front Housing,AG-00003,Finished Goods
HG-158,AGD306/7 REAR HOUSING,AG-00003,Finished Goods
HG-159,AGD306/7 FRONT HOUSING,AG-00003,Finished Goods
HG-162,00AGD306/7 Mains Voltage Cowl To Our Issue 2,AG-00003,Finished Goods
HG-163,AGD64 Sun Shield (to issue 4 drawing),AG-00003,Finished Goods
HG-165,AGD650 Front Housing,AG-00003,Finished Goods
J3247,1+1+1 Imp Seal Mould,AG-00003,Finished Goods
L-HG-57,AGD905-503 HOUSING BASE,AG-00003,Finished Goods
L481,COAT HOOK SHADOW,AG-00003,Finished Goods
L481 Coat Hook,colour change cost for VB Build Parts,AG-00003,Finished Goods
L481.,COAT HOOK STELLIS,AG-00003,Finished Goods
L481..,FUSE BOX COVER SHADOW RH,AG-00003,Finished Goods
L481...,FUSE BOX COVER SHADOW LH,AG-00003,Finished Goods
L481....,FUSE BOX COVER DUSK GREY RH,AG-00003,Finished Goods
L481.....,FUSE BOX COVER LH DUSK GREY,AG-00003,Finished Goods
L483 Fuse Box Cover,colour change cost for VB Build Parts.,AG-00003,Finished Goods
MAG-94881330,R56 FRONT OUTER GRILLE,AG-00003,Finished Goods
MAG-94881330.,R56 FRONT OUTER GRILLE,AG-00003,Finished Goods
MINI KIT PMX002AM,Type 2 Blue,AG-00003,Finished Goods
ML-012-532,PCB RETENTION CLIP,AG-00003,Finished Goods
ML012-452,FCA BASE,AG-00003,Finished Goods
ML012-533,PCB RETENTION CLIP (NEW),AG-00003,Finished Goods
ML012-548,PUSH RIVET FOR 012-533,AG-00003,Finished Goods
ML012-565,MTL4850 LID,AG-00003,Finished Goods
ML012-576,9129 SERIES BOX,AG-00003,Finished Goods
ML012-578,9129 SCREW RETAINER/ INTERLOCK,AG-00003,Finished Goods
ML012-623,MTL485X BOX,AG-00003,Finished Goods
MLAD8937-305,FIBRE EXTENDER TOP CAP PRINTED,AG-00003,Finished Goods
MLH51198654-100,IOTA DUST COVER,AG-00003,Finished Goods
OC-113,LED INDICATOR WINDOW,AG-00003,Finished Goods
PMX001BLACK,TYPE 1 BIN BLACK (METABIN),AG-00003,Finished Goods
PMX001GM,TYPE 1 BIN GREEN (METABIN),AG-00003,Finished Goods
PMX001RM,TYPE 1 BIN RED (METABIN),AG-00003,Finished Goods
PMX001YM,TYPE 1 BIN YELLOW,AG-00003,Finished Goods
PMX002BLACK,TYPE 2 BIN BLACK (METABIN),AG-00003,Finished Goods
PMX002GM,Type 2 Bin Green,AG-00003,Finished Goods
PMX003BLACK,TYPE 3 BIN BLACK (METABIN),AG-00003,Finished Goods
PMX003GM,TYPE 3 BIN GREEN,AG-00003,Finished Goods
PMX003RM,TYPE 3 BIN RED (METABIN),AG-00003,Finished Goods
PMX004BLACK,TYPE 4 BIN BLACK (METABIN),AG-00003,Finished Goods
PMX004GM,Type 4 Bin Green,AG-00003,Finished Goods
PMX004RM,Type 4 Bin Red,AG-00003,Finished Goods
PP-C765-15NA,BRASKEM PP-C765-15NA,AG-00003,Finished Goods
RDS2206,Cap Chamber,AG-00003,Finished Goods
RM720617/1,27mm Soft Convex Natural,AG-00003,Finished Goods
RM720617/1.,27mm Soft Convex Natural,AG-00003,Finished Goods
RM720618,34mm Soft Convex Natural,AG-00003,Finished Goods
RM720619,41mm Soft Convex Natural,AG-00003,Finished Goods
RM720620,47mm Soft Convex Natural,AG-00003,Finished Goods
RM720621,58mm Soft Convex Natural,AG-00003,Finished Goods
RM720937,34mm SOFT CONVEX NATURAL (NEW),AG-00003,Finished Goods
RM720937/2,34mm SOFT CONVEX NATURAL (GREENFLEX),AG-00003,Finished Goods
RM720938,41mm SOFT CONVEX NATURAL (NEW),AG-00003,Finished Goods
RM720938/2,NATURAL SOFT CONVEX 41mm GREENFLEX (RD-182-2) 8 IMP,AG-00003,Finished Goods
RM720939,47mm ESCORENE ULTRA EVA 218 (RD-182-2),AG-00003,Finished Goods
RM720939/2,NATURAL SOFT CONVEX 47mm GREENFLEX (RD-182-2) 8 IMP,AG-00003,Finished Goods
RM720939/3,47mm Soft Convex Natural (Escorene 218),AG-00003,Finished Goods
RM720940,58mm SOFT CONVEX NATURAL (NEW),AG-00003,Finished Goods
S1,GFG2019-00166 Gear 2,AG-00003,Finished Goods
Small Tub,Body small,AG-00003,Finished Goods
SPF1L,Speedrax Heavy Duty Feet (Left),AG-00003,Finished Goods
SPF1R,Speedrax Heavy Duty Feet (Right),AG-00003,Finished Goods
STR H POST CAP,"H-post ""Vitsoe"" cap, Revised",AG-00003,Finished Goods
STR X-POST CAP,VITSOE X POST CAP,AG-00003,Finished Goods
TCL-1900113,HOT DISPENSER UPPER BEARING RING,AG-00003,Finished Goods
Tool Samples,Tool Samples,AG-00003,Finished Goods
Tooling Trial,Tool Trials,AG-00003,Finished Goods
TR4,Stainless Steel Hopper,AG-00003,Finished Goods
TS1,Connecting Base for Volumetric Doser,AG-00003,Finished Goods
V1-00426,"MOULDING, LONG SLEEVE, 8 STRIP",AG-00003,Finished Goods
V356/120 LH,KOITO EXTENSION A L/H,AG-00003,Finished Goods
V356/120 RH,KOITO EXTENSION A RH,AG-00003,Finished Goods
V359/200 LH,INNER LENS A LH  (11690543),AG-00003,Finished Goods
V359/200 RH,INNER LENS A RH  (11690578),AG-00003,Finished Goods
"WALLET LID,",VIVAFLOW 50 RE-WORK,AG-00003,Finished Goods
xPMI,OC-113 - 500 OFF TOOL TRIAL AND 500 SAMPLES,AG-00003,Finished Goods
ZA2970,Tapping Tee Cap BK 63 High Stack,AG-00003,Finished Goods
ZKX00000562,Lever,AG-00003,Finished Goods
ZU0632,Thrust Bearing Assembly,AG-00003,Finished Goods
0003-1747,Tamlite 1200mm x 600mm Flat Prismatic Panel,AG-00019,FACILLITIES
0006-2620,1.5mm 3 core sy cable,AG-00019,FACILLITIES
0013-8694,16 amp single pole mcb,AG-00019,FACILLITIES
0013-8859,16 amp triple pole mcb,AG-00019,FACILLITIES
0015-7972,Gewiss 109mm x 109mm x 58mm PVC Adaptable Box Grey IP56,AG-00019,FACILLITIES
004 4143,f4p 25.4mm no 10 pvc swa cable cleats,AG-00019,FACILLITIES
0042-8650,Schneider Square D Twinbreak 63A TP+N Metal Isolator Switch Disconnector,AG-00019,FACILLITIES
0046-6624,16mm holesaw,AG-00019,FACILLITIES
